Phylum,x,y
Bacteroidetes,4.81113,8.54333
Actinobacteria,-10.8172,3.50603
Firmicutes,58.1969,-11.5407
Actinobacteria,79.7577,-18.0442
Firmicutes,-37.1841,26.235
Firmicutes,4.65587,22.1792
Proteobacteria,0.956231,-51.0341
Proteobacteria,60.3196,58.0872
Firmicutes,5.05097,13.0531
Bacteroidetes,-17.6395,16.9428
Bacteroidetes,-92.388,5.74834
Spirochaetes,77.2632,-2.7239
Proteobacteria,60.399,58.0159
Firmicutes,46.8725,-52.5108
Firmicutes,-46.2933,-47.321
Actinobacteria,6.98279,56.0121
Actinobacteria,74.7983,-16.4432
Firmicutes,15.8242,-8.98628
Proteobacteria,60.3633,58.1014
Actinobacteria,82.421,-23.975
Actinobacteria,30.9387,15.167
Firmicutes,-48.5391,18.3317
Firmicutes,-29.7172,6.28711
Firmicutes,-31.4874,19.8569
Bacteroidetes,-18.6818,3.11744
Proteobacteria,33.2785,35.9678
Firmicutes,19.8467,63.7751
Proteobacteria,-4.72308,1.46819
Firmicutes,-6.17321,67.0762
Firmicutes,19.9116,-61.3438
Proteobacteria,-5.08177,0.904594
Firmicutes,-36.2429,11.1521
Actinobacteria,60.69,15.9623
Firmicutes,-48.5033,-20.6508
Proteobacteria,0.0773443,-50.8429
Firmicutes,57.0125,-12.3378
Firmicutes,46.1709,-51.8092
Actinobacteria,-10.8557,3.5673
Firmicutes,34.938,-7.40438
Proteobacteria,60.3381,57.9713
Firmicutes,-37.2631,26.066
Actinobacteria,-20.3547,-74.5869
Firmicutes,-91.9399,-5.74364
Bacteroidetes,33.6132,52.0577
Actinobacteria,1.98482,39.1823
Actinobacteria,82.4155,-23.9858
Firmicutes,77.678,-48.5246
Proteobacteria,-7.03184,37.2755
Bacteroidetes,-4.76639,12.2551
Firmicutes,-29.6995,48.6426
Firmicutes,61.1733,-2.77642
Firmicutes,-51.8016,34.4792
Proteobacteria,61.021,58.5292
Firmicutes,46.6667,-52.4424
Bacteroidetes,-4.72014,7.64081
Bacteroidetes,-19.4333,6.75712
Firmicutes,47.0308,-51.5715
Firmicutes,-33.7068,26.3302
Firmicutes,33.5061,-5.33407
Candidatus Melainabacteria,4.83675,-86.6084
Proteobacteria,60.9071,59.6382
Actinobacteria,77.3254,-18.8989
Proteobacteria,1.27161,-23.4953
Actinobacteria,8.0869,55.4215
Actinobacteria,83.7249,-19.6632
Firmicutes,-49.4742,36.9152
Firmicutes,-54.5522,2.87666
Proteobacteria,31.5176,36.2095
Candidatus Melainabacteria,8.06407,-87.8629
Firmicutes,-47.797,-20.7932
Firmicutes,-26.8597,42.6855
Firmicutes,17.0768,13.279
Bacteroidetes,60.9569,-35.7494
Firmicutes,-33.8626,-71.9238
Firmicutes,-21.9916,24.9851
Firmicutes,-51.8279,-45.8687
Firmicutes,-1.87965,-19.3794
Firmicutes,-91.5438,-5.762
Firmicutes,8.58661,-41.5772
Firmicutes,23.2923,0.698471
Bacteroidetes,-9.5359,14.5273
Firmicutes,63.3281,34.1167
Firmicutes,23.1873,-22.8718
Firmicutes,-30.1032,41.9502
Proteobacteria,-9.08985,-0.15332
Firmicutes,30.8341,-8.93216
Firmicutes,-44.5258,47.5865
Proteobacteria,-0.181738,-75.1953
Proteobacteria,31.5325,39.7566
Actinobacteria,77.1985,-19.2264
Proteobacteria,-9.03004,-0.167026
Firmicutes,45.8828,-53.1321
Firmicutes,-31.1821,37.4564
Firmicutes,15.7626,-9.02461
Proteobacteria,-7.05195,37.2681
Candidatus Melainabacteria,11.5833,-84.9554
Proteobacteria,60.912,59.6487
Bacteroidetes,32.7878,53.0234
Bacteroidetes,-18.5058,3.32085
Proteobacteria,5.02746,-26.6048
Firmicutes,-49.657,36.5992
Proteobacteria,-4.83718,1.3846
Bacteroidetes,-18.7204,3.47535
Firmicutes,-44.6269,3.08366
Proteobacteria,60.9598,55.2473
Firmicutes,-30.4394,48.3975
Firmicutes,53.6969,-48.8587
Firmicutes,-47.1013,3.8605
Firmicutes,18.6555,-34.4408
Bacteroidetes,-10.7494,18.8089
Bacteroidetes,37.1449,55.6112
Bacteroidetes,0.825155,9.32628
Firmicutes,17.2244,-5.91089
Firmicutes,-49.4501,37.3756
Firmicutes,61.1682,-2.77951
Firmicutes,44.1557,-52.346
Bacteroidetes,32.695,52.8948
Firmicutes,-53.6766,41.8185
Firmicutes,-1.97273,-19.4652
Bacteroidetes,-17.0074,6.88756
Actinobacteria,8.71718,56.2282
Proteobacteria,-9.21084,-0.882765
Candidatus Melainabacteria,7.23907,-82.6035
Euryarchaeota,40.0362,61.4405
Firmicutes,-56.0457,-22.2206
Firmicutes,-13.8827,-34.1762
Firmicutes,-50.5827,36.0018
Firmicutes,25.2783,-25.1907
Proteobacteria,-9.02856,-0.179656
Firmicutes,-62.3015,-2.72839
Firmicutes,22.9554,-20.5001
Firmicutes,61.3234,-3.82632
Firmicutes,-46.8577,-20.2805
Firmicutes,46.8022,-53.1386
Candidatus Melainabacteria,5.49976,-85.6126
Firmicutes,-2.25881,-19.0705
Firmicutes,-34.0424,55.4992
Firmicutes,53.6618,-48.8517
Firmicutes,-56.3163,39.0513
Firmicutes,-34.2566,48.8912
Firmicutes,8.21784,-49.5014
Candidatus Melainabacteria,4.82806,-86.6135
Firmicutes,-49.3697,36.9355
Firmicutes,24.4512,-22.4484
Proteobacteria,60.9908,55.5058
Bacteroidetes,-2.45662,5.08294
Firmicutes,24.7738,2.28867
Firmicutes,-36.4792,50.4317
Firmicutes,-7.94056,-18.299
Bacteroidetes,-8.68794,29.7043
Bacteroidetes,-9.68839,14.3707
Firmicutes,-21.9877,25.0965
Firmicutes,39.8649,78.3607
Bacteroidetes,6.55432,7.99028
Bacteroidetes,-18.381,3.15995
Firmicutes,-34.3764,24.6974
Firmicutes,-11.0608,-15.4244
Candidatus Melainabacteria,11.7751,-85.1932
Firmicutes,-61.1116,5.27245
Firmicutes,10.4461,-54.7618
Firmicutes,46.3121,-49.1227
Elusimicrobia,73.8382,7.69283
Proteobacteria,61.0026,55.4961
Bacteroidetes,-16.593,81.1005
Firmicutes,-39.8377,77.4536
Bacteroidetes,-10.6201,20.9474
Firmicutes,22.6764,1.94408
Firmicutes,61.5998,-4.63547
Bacteroidetes,56.3872,-31.9322
Bacteroidetes,-16.4931,17.835
Firmicutes,-57.6009,16.8872
Bacteroidetes,-11.0237,21.0575
Bacteroidetes,-9.33689,13.6444
Firmicutes,-16.9306,-21.1952
Firmicutes,18.0256,-54.0263
Actinobacteria,9.407,48.5419
Firmicutes,6.65274,15.0635
Firmicutes,-31.3692,20.0504
Bacteroidetes,-4.30244,11.1597
Actinobacteria,-10.8147,3.50235
Firmicutes,31.6543,22.1494
Actinobacteria,84.0901,-16.9089
Firmicutes,-5.83189,67.3694
Firmicutes,-12.5066,-40.3869
Proteobacteria,-7.04307,37.2541
Firmicutes,47.1187,-51.9522
Firmicutes,-26.5091,-54.0753
Actinobacteria,1.99098,39.1746
Firmicutes,22.5666,0.868422
Actinobacteria,-14.7507,-68.4378
Firmicutes,-46.9651,-20.4215
Proteobacteria,60.4841,57.5344
Actinobacteria,82.4187,-23.9918
Firmicutes,-49.2268,36.9699
Proteobacteria,-9.05943,-0.162515
Actinobacteria,77.1586,-19.1968
Firmicutes,-11.8494,-55.657
Firmicutes,-70.7404,-14.1466
Firmicutes,-32.9025,24.6507
Firmicutes,-54.4956,3.2926
Firmicutes,54.0371,-39.8777
Bacteroidetes,4.75034,8.49686
Euryarchaeota,40.1608,63.5802
Firmicutes,-31.8199,31.7458
Firmicutes,-36.6039,12.1671
Firmicutes,-1.12888,-19.7173
Firmicutes,22.0174,74.0508
Actinobacteria,82.4238,-23.9742
Bacteroidetes,-16.1184,5.79408
Actinobacteria,83.7405,-19.6743
Firmicutes,-36.2261,50.3933
Firmicutes,10.7012,-29.9172
Firmicutes,30.1925,-9.55759
Firmicutes,-41.1967,-30.5898
Firmicutes,-46.9574,28.9321
Bacteroidetes,-12.6213,16.2594
Firmicutes,10.5929,-29.847
Firmicutes,-36.7513,11.387
Actinobacteria,82.4223,-23.9803
Firmicutes,39.613,25.0527
Firmicutes,-55.9523,51.3083
Proteobacteria,60.992,55.4566
Firmicutes,14.3617,-67.1766
Bacteroidetes,-5.05893,7.22646
Actinobacteria,9.3712,54.8283
Firmicutes,-37.0168,26.5643
Firmicutes,1.27001,-17.2705
Actinobacteria,88.9074,-19.0223
Firmicutes,-5.29666,73.5379
Spirochaetes,76.8601,-2.9986
Firmicutes,-33.7732,55.9204
Firmicutes,-50.0751,70.5213
Firmicutes,-9.32109,59.2818
Firmicutes,38.0838,-19.7805
Firmicutes,-49.5909,36.9665
Firmicutes,22.0647,2.11035
Firmicutes,30.2582,-22.7741
Firmicutes,54.1467,-0.591168
Firmicutes,78.1128,24.1338
Firmicutes,-43.5819,7.13274
Bacteroidetes,69.9914,-35.9513
Firmicutes,20.8476,72.2517
Firmicutes,2.04254,-41.8031
Bacteroidetes,4.76921,6.54295
Bacteroidetes,2.32162,12.1914
Firmicutes,11.3194,24.525
Bacteroidetes,-16.6459,81.0992
Firmicutes,1.86546,-20.0949
Actinobacteria,77.439,-19.0061
Firmicutes,69.8056,54.5466
Firmicutes,61.5863,-4.64264
Bacteroidetes,-8.77725,5.41854
Firmicutes,3.20586,-19.3773
Proteobacteria,60.9916,55.4579
Firmicutes,17.2998,-54.9469
Proteobacteria,60.9277,55.5871
Firmicutes,-49.0832,37.1783
Proteobacteria,-9.19848,-0.188849
Firmicutes,46.4928,-51.9209
Firmicutes,-15.7378,-18.2182
Firmicutes,46.4635,-51.9821
Actinobacteria,74.7956,-16.5858
Spirochaetes,77.3508,-2.65933
Firmicutes,-13.7789,-34.1394
Proteobacteria,37.3184,1.27002
Firmicutes,-25.2584,17.1785
Firmicutes,-30.7748,37.7933
Firmicutes,59.8644,-48.5416
Proteobacteria,63.4637,59.0061
Firmicutes,-53.5797,41.8888
Bacteroidetes,-15.8876,24.2489
Bacteroidetes,-20.0795,19.3035
Bacteroidetes,-4.22274,11.2126
Firmicutes,-2.469,-18.9056
Proteobacteria,-9.07001,-0.123423
Bacteroidetes,-12.872,20.8257
Firmicutes,-1.70513,-19.5907
Firmicutes,47.5454,-51.0408
Firmicutes,-30.5266,48.3467
Proteobacteria,60.9534,55.6424
Actinobacteria,74.7836,-16.5517
Bacteroidetes,4.73582,8.52293
Firmicutes,-26.4038,16.6707
Spirochaetes,76.8447,-3.0067
Firmicutes,-44.6165,3.10892
Firmicutes,61.2933,-3.79119
Firmicutes,-31.248,8.20398
Actinobacteria,-10.8193,3.51126
Firmicutes,-49.6652,36.693
Bacteroidetes,-12.1479,18.4316
Firmicutes,4.32652,70.4861
Proteobacteria,-9.09715,0.0852458
Proteobacteria,-7.0541,37.2745
Proteobacteria,59.4187,58.2434
Bacteroidetes,-9.18224,14.882
Proteobacteria,60.9877,55.4804
Actinobacteria,82.4178,-23.9841
Firmicutes,24.1513,-65.6726
Firmicutes,-34.5009,24.9564
Firmicutes,85.8762,-5.09346
Euryarchaeota,39.1892,61.7284
Firmicutes,-24.8835,44.5965
Actinobacteria,6.91792,55.9778
Bacteroidetes,-11.3855,88.8253
Bacteroidetes,4.77431,8.67789
Bacteroidetes,69.9913,-35.9513
Spirochaetes,76.8654,-2.98071
Bacteroidetes,-6.48041,8.62554
Proteobacteria,-5.18739,1.86042
Firmicutes,-4.9893,-73.9691
Firmicutes,-2.17669,-20.6949
Firmicutes,81.8648,14.2948
Firmicutes,-49.4889,68.1075
Bacteroidetes,-1.44064,4.91433
Bacteroidetes,-30.8768,-82.3591
Firmicutes,24.1502,-65.679
Proteobacteria,60.5782,57.9375
Firmicutes,-36.0279,-4.63367
Firmicutes,27.6173,70.3719
Actinobacteria,-7.63256,-80.1292
Bacteroidetes,33.5951,52.1026
Firmicutes,44.1316,-64.8082
Proteobacteria,5.11104,-26.8519
Firmicutes,47.1464,-51.6104
Firmicutes,22.9081,3.09814
Actinobacteria,-10.8268,3.52253
Firmicutes,34.9406,-7.42108
Firmicutes,73.3141,30.4959
Bacteroidetes,-8.8053,16.2714
Firmicutes,-16.9731,-12.084
Spirochaetes,76.8681,-2.98491
Firmicutes,-90.2274,-6.28504
Proteobacteria,-4.72307,1.40759
Firmicutes,-42.5115,56.7856
Firmicutes,-33.176,49.3739
Spirochaetes,77.3651,-2.65762
Firmicutes,-23.7086,44.1192
Actinobacteria,12.1509,-9.64876
Proteobacteria,61.0584,58.6112
Firmicutes,-47.1383,3.83162
Proteobacteria,33.7469,35.6611
Bacteroidetes,-9.12545,17.312
Firmicutes,-57.6912,-8.41799
Firmicutes,-49.5961,37.1758
Firmicutes,59.9444,-47.7488
Bacteroidetes,-17.6299,16.9044
Bacteroidetes,37.103,55.6603
Proteobacteria,63.4383,59.0301
Bacteroidetes,-4.75374,12.1939
Firmicutes,-33.7085,56.5065
Proteobacteria,-4.585,1.18176
Firmicutes,-22.0066,25.027
Firmicutes,-15.4997,-17.6008
Firmicutes,-7.16964,-6.23112
Actinobacteria,-20.9647,-74.7257
Firmicutes,-10.3403,-16.7316
Bacteroidetes,1.40299,9.57328
Firmicutes,32.366,-5.27357
Firmicutes,-2.17814,-20.6931
Firmicutes,-21.1615,-46.1506
Proteobacteria,60.3615,58.03
Actinobacteria,7.7984,55.5671
Proteobacteria,60.026,57.5862
Firmicutes,70.5264,23.7063
Bacteroidetes,-9.7964,15.1052
Firmicutes,-52.4509,-46.1799
Proteobacteria,-4.95242,1.60132
Firmicutes,85.992,-5.43093
Bacteroidetes,-8.59735,29.812
Firmicutes,-41.8309,-51.2488
Actinobacteria,9.89889,55.766
Actinobacteria,-9.00996,-81.6395
Firmicutes,-31.8994,19.8526
Proteobacteria,-4.70728,1.46446
Firmicutes,-34.0508,26.7591
Firmicutes,-36.5238,12.1451
Firmicutes,-33.7734,55.9074
Proteobacteria,64.1044,12.4511
Proteobacteria,60.184,58.5191
Bacteroidetes,-8.96542,17.9701
Firmicutes,-8.02514,-18.2902
Proteobacteria,60.2579,58.0365
Firmicutes,-51.7011,34.2581
Spirochaetes,76.8683,-2.99236
Firmicutes,22.8459,3.24931
Firmicutes,-22.0048,24.9168
Bacteroidetes,-3.82391,8.7399
Bacteroidetes,18.9312,50.1011
Firmicutes,-51.8161,34.2614
Proteobacteria,0.42947,-50.9777
Bacteroidetes,-17.1627,2.65753
Actinobacteria,83.2701,-18.4107
Firmicutes,46.3834,-52.0418
Bacteroidetes,5.14118,8.53981
Firmicutes,7.39123,14.7179
Bacteroidetes,-17.644,16.8639
Elusimicrobia,73.8386,7.69251
Firmicutes,23.1877,-22.4311
Firmicutes,24.39,2.18319
Firmicutes,-49.6249,36.6849
Proteobacteria,-4.1563,-0.862398
Firmicutes,-36.8453,49.9805
Proteobacteria,63.4412,59.0292
Bacteroidetes,5.69081,7.92311
Firmicutes,-52.5842,10.954
Firmicutes,-51.6853,18.3913
Firmicutes,-23.7209,44.1157
Firmicutes,-49.384,12.9596
Proteobacteria,60.7476,57.7804
Proteobacteria,-3.86225,-0.642664
Firmicutes,-49.5477,36.7618
Proteobacteria,5.01197,-26.5339
Firmicutes,47.7663,-51.7116
Candidatus Melainabacteria,10.7781,-85.1285
Firmicutes,-3.19592,-12.9967
Firmicutes,22.6787,0.821436
Firmicutes,-44.6166,3.07375
Euryarchaeota,40.0034,61.8757
Proteobacteria,60.0781,57.7953
Candidatus Melainabacteria,8.1588,-84.8802
Firmicutes,-33.6898,-0.408906
Bacteroidetes,5.08666,8.44846
Firmicutes,57.7141,-60.3993
Firmicutes,-30.8661,37.8009
Proteobacteria,60.7893,57.758
Firmicutes,-47.1435,3.83643
Firmicutes,-44.6126,3.07554
Proteobacteria,15.0335,68.6794
Proteobacteria,4.16391,-24.9457
Firmicutes,-2.17627,-20.696
Firmicutes,21.6769,4.10708
Proteobacteria,60.3235,58.0346
Bacteroidetes,-14.4633,4.54368
Firmicutes,60.6728,-46.5092
Bacteroidetes,32.7006,53.0373
Firmicutes,-42.8356,48.6372
Firmicutes,44.2251,-52.5581
Bacteroidetes,-4.24853,11.2379
Firmicutes,-51.1097,36.1844
Bacteroidetes,-9.09741,17.2932
Firmicutes,-7.70766,-20.7764
Firmicutes,-1.96106,-19.4379
Firmicutes,25.1489,-24.9567
Bacteroidetes,-3.04766,9.31645
Actinobacteria,6.57311,55.8825
Firmicutes,-29.2672,-0.459876
Firmicutes,-36.9323,49.8401
Firmicutes,-69.7842,-36.681
Bacteroidetes,-8.67062,29.7179
Firmicutes,-55.6863,10.689
Bacteroidetes,-3.40995,9.00667
Firmicutes,13.2404,-36.5791
Firmicutes,-53.151,-44.1001
Firmicutes,61.146,-2.7584
Firmicutes,54.1078,-0.548577
Firmicutes,-18.5907,-26.8773
Firmicutes,16.8109,60.9038
Firmicutes,-34.0222,56.9756
Candidatus Melainabacteria,10.1275,-84.5745
Firmicutes,19.8843,-20.8557
Bacteroidetes,-14.0123,16.718
Firmicutes,71.0893,-42.5839
Firmicutes,-49.3091,13.1412
Firmicutes,16.25,-19.5628
Firmicutes,-59.9541,32.1945
Proteobacteria,-4.33155,2.1484
Firmicutes,-47.1556,3.84659
Bacteroidetes,-17.5754,17.0325
Bacteroidetes,-8.7499,29.6508
Bacteroidetes,-9.3395,15.3591
Firmicutes,-46.7881,32.2845
Firmicutes,-58.5446,17.107
Firmicutes,25.1992,4.54617
Candidatus Melainabacteria,4.82075,-86.6008
Firmicutes,16.2689,-13.0848
Proteobacteria,58.575,59.4205
Firmicutes,-89.4943,-4.87048
Firmicutes,74.3959,29.7179
Firmicutes,-36.1937,-18.2889
Firmicutes,-31.8028,35.46
Bacteroidetes,-18.6,2.96776
Firmicutes,44.0924,-52.6178
Proteobacteria,4.96131,-26.4549
Proteobacteria,63.4415,59.0388
Firmicutes,47.144,-51.6494
Firmicutes,-64.3261,29.4185
Firmicutes,25.0481,4.57868
Bacteroidetes,-8.65522,29.7653
Firmicutes,29.1751,3.4967
Firmicutes,-15.1297,56.2155
Bacteroidetes,-1.73489,23.6774
Firmicutes,-21.9549,22.7297
Firmicutes,-17.5354,29.2348
Firmicutes,-42.2537,55.5876
Firmicutes,-48.0093,50.946
Firmicutes,-21.9908,25.0617
Firmicutes,28.0909,82.1068
Firmicutes,-18.3883,-31.5081
Bacteroidetes,25.2436,33.6393
Firmicutes,-39.2576,-1.32534
Firmicutes,24.868,60.2684
Bacteroidetes,-28.6667,-34.144
Firmicutes,-23.8787,10.2329
Firmicutes,-42.0445,-27.4973
Firmicutes,20.5978,-17.0547
Proteobacteria,-29.5027,-45.1516
Bacteroidetes,57.335,42.7042
Firmicutes,-25.5553,-49.38
Firmicutes,55.0459,12.3989
Firmicutes,-3.63545,-20.1019
Firmicutes,-42.029,-27.3931
Firmicutes,-19.3791,-23.6068
Proteobacteria,5.0517,-26.6666
Proteobacteria,-7.09679,37.2355
Actinobacteria,-9.05702,-81.6819
Actinobacteria,45.7096,-37.8695
Proteobacteria,39.4799,-24.5135
Actinobacteria,82.4133,-23.9845
Firmicutes,-8.47296,69.3565
Firmicutes,-61.1924,31.7967
Firmicutes,29.226,3.53248
Actinobacteria,83.7568,-19.6247
Bacteroidetes,-13.651,18.4671
Proteobacteria,17.4585,67.5336
Candidatus Melainabacteria,4.8311,-86.6162
Actinobacteria,52.784,17.0015
Firmicutes,53.9431,-48.8379
Firmicutes,-58.1174,21.0989
Firmicutes,-28.2684,24.0746
Firmicutes,-17.448,30.8282
Firmicutes,22.9706,-57.9933
Bacteroidetes,-17.5856,81.1513
Firmicutes,2.96092,-16.7945
Firmicutes,-9.02843,-57.8448
Firmicutes,14.2282,-37.2006
Firmicutes,-64.2428,28.6097
Firmicutes,-41.9355,56.0025
Bacteroidetes,4.56339,8.2749
Firmicutes,73.8294,29.6445
Candidatus Melainabacteria,4.84485,-86.5878
Firmicutes,22.6927,6.44397
Bacteroidetes,-9.25078,15.0934
Proteobacteria,58.4692,59.6397
Actinobacteria,3.61083,51.422
Firmicutes,-89.3412,-5.22592
Proteobacteria,-4.11004,-0.842376
Firmicutes,-69.4388,-36.0432
Spirochaetes,76.8673,-2.98543
Bacteroidetes,-25.8387,81.1447
Firmicutes,-80.2663,-15.9862
Bacteroidetes,-1.31859,4.93044
Candidatus Melainabacteria,10.7006,-85.1307
Firmicutes,81.5431,11.247
Bacteroidetes,-15.4008,23.7227
Firmicutes,47.4269,-52.5122
Firmicutes,2.25034,-19.7982
Firmicutes,-28.2028,24.7418
Firmicutes,11.5229,13.7522
Proteobacteria,33.7692,35.8134
Firmicutes,-58.2786,21.3026
Bacteroidetes,49.7464,-20.6886
Firmicutes,-58.967,-16.5076
Firmicutes,28.0962,81.8404
Firmicutes,-47.8474,49.273
Firmicutes,-39.7327,2.88224
Firmicutes,-18.6764,-61.1262
Firmicutes,27.6475,21.9901
Firmicutes,18.8619,-34.131
Actinobacteria,3.02906,52.0919
Bacteroidetes,48.6158,31.2783
Proteobacteria,61.4857,60.1025
Actinobacteria,82.7942,-17.9406
Bacteroidetes,-12.1879,21.6463
Candidatus Melainabacteria,5.37009,-85.2593
Firmicutes,-3.71887,-20.4317
Firmicutes,14.9452,-67.9305
Firmicutes,-23.8473,19.0938
Firmicutes,-6.57331,73.1597
Actinobacteria,54.2616,17.6607
Firmicutes,6.89659,14.9423
Actinobacteria,82.4129,-23.9992
Bacteroidetes,-18.223,2.84713
Firmicutes,-40.288,-0.193039
Firmicutes,-32.2993,36.2714
Firmicutes,-33.2968,30.0187
Proteobacteria,59.4801,59.5431
Firmicutes,46.7173,-51.0651
Proteobacteria,-7.0715,37.2497
Firmicutes,17.2244,61.1245
Proteobacteria,34.9671,36.5145
Proteobacteria,-6.37188,2.45374
Proteobacteria,6.7016,-10.9629
Elusimicrobia,73.9566,7.62342
Candidatus Melainabacteria,10.2941,-84.7022
Firmicutes,-41.8151,-51.2311
Proteobacteria,31.526,36.2558
Firmicutes,-44.3655,2.5382
Firmicutes,-47.1024,3.86799
Proteobacteria,59.0406,59.8802
Firmicutes,58.3003,-46.0301
Euryarchaeota,39.9596,61.4719
Actinobacteria,82.4139,-23.9993
Firmicutes,-5.22949,-17.9385
Elusimicrobia,73.8663,7.67645
Elusimicrobia,73.8058,7.71096
Proteobacteria,31.6024,39.7614
Firmicutes,46.8346,-51.0977
Bacteroidetes,-9.13173,17.4573
Firmicutes,-31.816,31.7538
Firmicutes,-44.5791,-12.0768
Firmicutes,-41.8301,-51.2362
Bacteroidetes,-17.0025,6.81175
Bacteroidetes,-17.1435,2.56039
Firmicutes,-63.3884,0.328198
Bacteroidetes,-17.6426,16.3591
Bacteroidetes,32.7188,53.0191
Proteobacteria,-6.2165,2.40023
Actinobacteria,5.42935,52.2579
Firmicutes,47.6332,-52.6978
Firmicutes,-50.4856,-16.1507
Firmicutes,-7.76055,67.8302
Firmicutes,-27.2304,51.508
Firmicutes,-24.3848,10.5028
Firmicutes,77.678,-48.5246
Firmicutes,-28.6036,23.6242
Firmicutes,61.3444,-3.80281
Firmicutes,-64.5018,29.4517
Firmicutes,-41.8305,-51.2513
Firmicutes,12.6977,-20.7983
Firmicutes,-13.3059,-33.5981
Firmicutes,-22.7559,-25.0106
Firmicutes,-28.3608,24.2554
Verrucomicrobia,-79.6408,7.79468
Firmicutes,-60.9269,33.9752
Firmicutes,-47.0966,3.8714
Actinobacteria,4.51554,52.5494
Firmicutes,-24.7551,9.42719
Candidatus Melainabacteria,10.9076,-84.1916
Firmicutes,2.98329,-45.1664
Actinobacteria,82.3996,-24.0177
Firmicutes,-44.6174,3.08891
Firmicutes,61.1444,-2.75571
Actinobacteria,1.99859,39.1129
Firmicutes,-37.5865,73.4997
Proteobacteria,58.979,60.0041
Firmicutes,24.809,60.4762
Firmicutes,-32.3118,36.315
Firmicutes,-25.1829,52.4419
Firmicutes,-24.5563,-27.5293
Firmicutes,11.4871,-67.1732
Firmicutes,-58.6386,33.4813
Actinobacteria,74.5571,-16.4665
Firmicutes,-53.3497,-44.7899
Firmicutes,68.8721,3.81681
Firmicutes,-24.2243,11.7691
Firmicutes,11.619,-20.791
Firmicutes,53.6735,-48.8599
Firmicutes,-79.0765,-15.8452
Firmicutes,61.1436,-2.74979
Firmicutes,-28.8464,49.8244
Firmicutes,-3.72533,-20.4391
Firmicutes,-47.0997,3.8677
Firmicutes,-64.2214,28.5884
Firmicutes,-30.8412,20.8806
Firmicutes,28.738,-27.2302
Proteobacteria,-4.51433,1.81715
Firmicutes,-58.2822,21.3893
Tenericutes,-12.0556,49.3169
Firmicutes,26.7719,6.80519
Firmicutes,-18.3914,-26.8732
Bacteroidetes,-1.48342,5.04465
Firmicutes,47.109,-51.9667
Bacteroidetes,-19.4212,6.63921
Proteobacteria,-4.56907,1.82921
Firmicutes,-36.7855,73.4395
Firmicutes,-64.2476,29.5853
Proteobacteria,59.0434,59.5317
Firmicutes,-28.7585,49.8694
Firmicutes,-56.312,50.6095
Firmicutes,11.522,13.7565
Bacteroidetes,-9.5866,14.1783
Bacteroidetes,-8.79,5.40569
Firmicutes,-41.8321,-51.2367
Bacteroidetes,4.69799,9.18115
Bacteroidetes,-12.2332,11.3674
Bacteroidetes,-11.1773,18.0378
Proteobacteria,-63.7456,-43.6169
Bacteroidetes,-18.3992,3.2776
Bacteroidetes,64.5909,-9.63487
Bacteroidetes,-3.95274,5.07812
Firmicutes,-3.70292,-20.4222
Candidatus Melainabacteria,5.41745,-85.3952
Firmicutes,47.3351,-51.5577
Firmicutes,-8.10087,69.4555
Firmicutes,-60.5415,23.4224
Candidatus Melainabacteria,11.6331,-84.9276
Firmicutes,-67.8244,-33.7118
Firmicutes,-62.2553,31.4949
Firmicutes,-46.5854,32.8094
Firmicutes,-45.4613,-46.9199
Bacteroidetes,-12.2496,25.4794
Firmicutes,-56.0474,-22.19
Firmicutes,54.1167,-0.644375
Firmicutes,-22.9119,-45.6271
Firmicutes,-37.8953,-3.8676
Firmicutes,24.7159,2.00424
Firmicutes,46.7174,-52.4998
Spirochaetes,76.8362,-3.04723
Proteobacteria,-4.25979,1.00667
Bacteroidetes,-8.61145,29.7606
Bacteroidetes,-18.478,21.6533
Proteobacteria,60.4088,58.01
Firmicutes,47.5345,-52.2492
Bacteroidetes,-11.5685,16.8045
Bacteroidetes,-4.96103,7.56691
Bacteroidetes,-18.7432,3.57175
Firmicutes,-49.1371,37.4749
Firmicutes,-47.8365,-21.1612
Firmicutes,32.7886,-24.3971
Firmicutes,-43.6447,7.20517
Bacteroidetes,1.88982,9.35527
Firmicutes,-1.74238,-19.6802
Firmicutes,60.5398,-46.4988
Bacteroidetes,-2.81822,9.512
Firmicutes,45.3546,80.041
Firmicutes,24.7331,2.03394
Bacteroidetes,32.4955,53.088
Firmicutes,-21.9928,25.0321
Firmicutes,-38.1721,-3.94485
Spirochaetes,76.8592,-2.99122
Firmicutes,3.08696,-19.3427
Bacteroidetes,-9.52802,15.4389
Proteobacteria,-5.05777,1.62185
Actinobacteria,82.4491,-23.9054
Firmicutes,-59.5559,5.91314
Firmicutes,60.0547,-47.5874
Candidatus Melainabacteria,5.50046,-85.352
Proteobacteria,60.3702,58.1141
Actinobacteria,79.9094,-17.8721
Firmicutes,-37.8219,79.9438
Firmicutes,-11.638,-56.0141
Firmicutes,20.16,-61.3202
Firmicutes,-49.8592,36.7131
Firmicutes,73.4092,30.4208
Candidatus Melainabacteria,16.6474,-10.5488
Firmicutes,17.864,-55.0086
Firmicutes,-70.9596,-15.011
Firmicutes,10.4616,-54.6948
Proteobacteria,-4.63645,1.33456
Firmicutes,-32.1004,19.8964
Actinobacteria,7.05027,56.0809
Firmicutes,46.1405,-51.4987
Firmicutes,1.34652,-17.2727
Firmicutes,-91.2109,-5.79496
