Phylum,x,y
Firmicutes,-31.3241,68.4591
Firmicutes,56.4622,-0.799569
Firmicutes,-32.7198,-4.10172
Firmicutes,30.7337,-36.559
Bacteroidetes,21.1367,22.754
Firmicutes,30.3773,-9.71719
Firmicutes,-14.8837,-4.95294
Firmicutes,-20.2815,62.9221
Actinobacteria,-22.7873,-66.2497
Bacteroidetes,14.874,49.1691
Actinobacteria,-31.1111,-65.1968
Firmicutes,26.7479,-1.58908
Firmicutes,-42.2759,-29.5789
Firmicutes,-28.2556,44.7405
Firmicutes,-39.2322,-21.2202
Firmicutes,62.7106,33.7678
Firmicutes,27.5629,23.8585
Firmicutes,14.6198,-49.1606
Firmicutes,-18.7891,37.5106
Firmicutes,8.50557,-17.4777
Firmicutes,-41.6712,-34.4179
Firmicutes,-0.730631,-60.8621
Firmicutes,-55.7366,2.489
Firmicutes,54.1716,11.2076
Actinobacteria,-31.5414,-62.5134
Actinobacteria,74.3889,-16.8932
Firmicutes,62.6645,33.5297
Firmicutes,78.9418,4.14708
Firmicutes,20.3826,-61.4657
Firmicutes,-56.4498,-33.5089
Firmicutes,-5.85829,60.8955
Firmicutes,-41.1553,-24.5385
Firmicutes,-44.8076,30.2142
Firmicutes,27.4718,-39.05
Firmicutes,-34.7581,24.1698
Firmicutes,-27.5509,45.1548
Firmicutes,8.14887,-33.4324
Bacteroidetes,-26.3489,-18.8342
Actinobacteria,9.57119,57.3416
Bacteroidetes,14.7919,-1.90874
Firmicutes,-21.7669,72.5095
Firmicutes,-53.8818,-22.0028
Bacteroidetes,53.6279,26.2923
Bacteroidetes,11.1389,4.79846
Firmicutes,-45.1061,-75.8772
Firmicutes,-41.308,-34.5042
Firmicutes,-31.2166,68.5155
Firmicutes,17.0181,-71.1761
Bacteroidetes,-37.3756,-11.731
Bacteroidetes,21.3442,23.0061
Firmicutes,25.9251,-31.8211
Firmicutes,-37.9946,61.0789
Firmicutes,71.904,-5.97704
Bacteroidetes,21.0333,80.9586
Firmicutes,-5.62536,-9.08533
Bacteroidetes,24.7046,27.2424
Bacteroidetes,40.2521,-77.3105
Firmicutes,40.1847,-34.014
Firmicutes,-20.9134,41.955
Firmicutes,-30.688,1.02391
Firmicutes,13.2797,-70.3408
Firmicutes,69.5868,20.6524
Firmicutes,-49.3698,-64.6096
Firmicutes,40.3376,78.7536
Bacteroidetes,53.6246,26.309
Firmicutes,-5.47619,-10.9782
Firmicutes,-34.135,-52.0982
Bacteroidetes,13.45,7.97472
Firmicutes,21.4843,74.8244
Candidatus Melainabacteria,-5.34685,-58.0862
Firmicutes,29.1608,-2.36094
Firmicutes,7.95117,-59.4355
Firmicutes,64.9997,-29.5648
Firmicutes,24.6329,-68.5137
Firmicutes,27.6615,-38.9149
Bacteroidetes,-34.1534,-24.6713
Firmicutes,-22.4402,86.8465
Firmicutes,-44.7618,30.2819
Firmicutes,13.178,88.4495
Bacteroidetes,11.3265,4.95674
Firmicutes,-42.9693,-34.1285
Firmicutes,-5.18151,-74.1626
Euryarchaeota,34.7294,64.7545
Bacteroidetes,39.0793,-75.0026
Firmicutes,-9.18513,-40.7584
Firmicutes,-28.647,12.1538
Firmicutes,70.5925,46.3741
Bacteroidetes,21.1888,32.0862
Firmicutes,-3.74192,-34.104
Actinobacteria,74.3537,-16.8321
Firmicutes,-18.388,47.1397
Firmicutes,-41.611,-34.6013
Bacteroidetes,11.0462,4.63322
Firmicutes,62.6668,33.6066
Bacteroidetes,-2.27516,23.6297
Bacteroidetes,53.8983,26.6722
Bacteroidetes,19.0485,56.3462
Bacteroidetes,19.3201,50.0988
Firmicutes,-35.2043,30.7597
Actinobacteria,-31.0816,-65.1187
Firmicutes,-60.8817,-36.0961
Firmicutes,56.504,-0.754027
Bacteroidetes,15.7002,29.3517
Firmicutes,-39.7905,-58.7866
Firmicutes,-31.4667,-49.9216
Firmicutes,0.206871,30.8321
Bacteroidetes,49.8332,8.05465
Firmicutes,25.7479,-54.2742
Firmicutes,37.7774,40.6782
Firmicutes,1.74438,24.0323
Bacteroidetes,-26.1734,-19.3197
Firmicutes,65.8353,-44.6633
Firmicutes,17.7027,17.9227
Firmicutes,13.4597,-70.2873
Firmicutes,-54.057,-29.0926
Firmicutes,24.2882,18.6882
Bacteroidetes,54.5157,26.254
Bacteroidetes,45.264,3.06131
Bacteroidetes,-25.674,-19.2614
Bacteroidetes,11.3665,4.8954
Proteobacteria,36.8601,0.646207
Firmicutes,37.63,40.5194
Firmicutes,63.3879,-27.4454
Firmicutes,57.7528,-6.76346
Bacteroidetes,54.1076,26.1849
Firmicutes,32.2255,-57.0474
Firmicutes,13.3867,-70.2442
Firmicutes,26.6191,-1.88073
Bacteroidetes,40.1586,-77.1564
Firmicutes,-17.82,61.7249
Bacteroidetes,23.715,33.4152
Firmicutes,-57.6819,-14.251
Firmicutes,-7.75868,-50.5718
Firmicutes,25.7485,-54.2753
Firmicutes,65.7524,-44.8275
Bacteroidetes,45.0337,4.05072
Firmicutes,-4.47152,15.2189
Firmicutes,28.8355,-36.228
Bacteroidetes,16.8916,36.462
Firmicutes,-53.7696,-29.6294
Firmicutes,-48.6852,-26.3827
Firmicutes,-20.0284,49.25
Firmicutes,71.2905,19.5395
Bacteroidetes,16.9594,36.277
Firmicutes,20.5274,0.168493
Bacteroidetes,20.8824,22.3196
Bacteroidetes,54.8473,26.4706
Firmicutes,-31.1074,0.145297
Firmicutes,40.9695,4.96712
Proteobacteria,-0.58081,93.8151
Firmicutes,54.3357,11.0442
Firmicutes,8.05725,-59.8504
Bacteroidetes,48.3217,6.33487
Firmicutes,-5.17072,67.8056
Firmicutes,-32.1518,68.1704
Firmicutes,-29.9617,12.0945
Firmicutes,-55.6405,2.46481
Firmicutes,36.0256,27.3437
Firmicutes,-41.2976,-34.8105
Actinobacteria,-31.6486,-62.542
Bacteroidetes,9.37252,6.79619
Firmicutes,80.9703,-40.3744
Bacteroidetes,-22.3535,-15.691
Firmicutes,-32.9067,-1.72946
Bacteroidetes,13.0756,5.29705
Firmicutes,33.0545,-32.2773
Firmicutes,16.9163,-72.4116
Firmicutes,-19.1182,40.2197
Firmicutes,-15.9058,11.4315
Firmicutes,-14.0425,-6.11583
Bacteroidetes,48.3219,8.8903
Firmicutes,-5.94263,60.8193
Firmicutes,11.3147,24.1619
Firmicutes,54.2027,-0.76305
Bacteroidetes,-26.4499,-19.3887
Firmicutes,78.1566,23.1261
Verrucomicrobia,63.2529,7.81272
Firmicutes,11.0182,-8.19891
Firmicutes,70.0405,3.45688
Firmicutes,-33.506,24.2958
Firmicutes,8.69223,-17.88
Bacteroidetes,-31.4431,-10.8958
Firmicutes,79.8061,-39.3824
Proteobacteria,37.0055,0.203584
Firmicutes,-53.6288,12.2795
Proteobacteria,70.6167,-25.7032
Firmicutes,-49.387,12.9541
Firmicutes,1.14917,-42.1071
Proteobacteria,64.1062,12.4581
Firmicutes,-35.5982,78.3478
Firmicutes,-2.16793,51.0503
Bacteroidetes,-29.9661,-14.0745
Firmicutes,-29.0743,-2.66791
Firmicutes,13.8453,82.3083
Bacteroidetes,23.7798,27.9641
Firmicutes,37.8223,-19.8561
Bacteroidetes,10.9974,4.69171
Bacteroidetes,-24.6392,-12.3264
Actinobacteria,82.0905,-14.2944
Firmicutes,14.6051,88.2379
Firmicutes,28.9618,-2.40851
Firmicutes,13.7353,-8.2769
Firmicutes,56.2764,-56.0888
Firmicutes,30.2896,-22.7907
Firmicutes,-21.4818,72.3037
Firmicutes,65.0238,-29.6898
Firmicutes,-29.4014,-7.65482
Bacteroidetes,3.79914,-30.6856
Firmicutes,15.4614,-5.26474
Firmicutes,-54.6771,13.0828
Firmicutes,-45.1887,28.3818
Firmicutes,17.7561,-14.8169
Firmicutes,30.4923,-17.8773
Actinobacteria,8.95205,57.756
Firmicutes,25.9306,62.0895
Bacteroidetes,65.9389,-13.372
Firmicutes,39.1939,-32.5947
Bacteroidetes,-25.5708,-19.2797
Firmicutes,-25.8721,38.4052
Firmicutes,40.8473,-39.5879
Bacteroidetes,11.2712,4.78572
Bacteroidetes,31.1906,-79.0848
Bacteroidetes,-0.0724997,-32.5062
Firmicutes,-41.2773,-34.8236
Bacteroidetes,25.9557,11.6726
Firmicutes,-60.7556,-58.0266
Bacteroidetes,-2.03589,17.5636
Firmicutes,-54.4429,57.6152
Bacteroidetes,21.5868,22.4514
Proteobacteria,36.2448,1.48019
Firmicutes,70.7439,16.5273
Bacteroidetes,4.91105,5.93475
Bacteroidetes,-91.7177,4.60746
Firmicutes,20.8102,14.0428
Firmicutes,-34.8223,-3.10826
Firmicutes,33.3271,-49.1174
Firmicutes,37.6873,40.5605
Firmicutes,-41.1543,-21.4581
Firmicutes,-7.38379,53.2727
Proteobacteria,4.33735,-12.4467
Firmicutes,61.9985,-3.27875
Firmicutes,-30.4499,44.5406
Firmicutes,65.1511,33.6622
Bacteroidetes,56.5799,23.1894
Firmicutes,-49.3259,-64.8177
Firmicutes,-4.73952,48.6389
Firmicutes,64.8891,-29.4315
Bacteroidetes,-4.68167,7.10023
Firmicutes,-55.5807,2.57019
Euryarchaeota,58.5923,10.1967
Firmicutes,39.1124,45.9914
Bacteroidetes,-34.2131,-24.6965
Firmicutes,21.8158,74.7003
Bacteroidetes,-14.9763,2.82408
Firmicutes,-21.4468,72.3766
Firmicutes,37.8865,-8.12568
Bacteroidetes,-16.5958,81.0642
Bacteroidetes,11.5582,-25.5426
Firmicutes,-27.8539,13.8275
Bacteroidetes,-20.8713,15.954
Firmicutes,-7.59583,-50.5922
Firmicutes,-41.3005,-34.8181
Firmicutes,31.6537,-14.8355
Bacteroidetes,21.048,80.2376
Proteobacteria,28.6676,39.1393
Bacteroidetes,-9.55969,9.42597
Verrucomicrobia,60.7716,6.52566
Firmicutes,-38.3821,-4.5857
Firmicutes,-30.2702,36.3324
Firmicutes,54.7745,11.3109
Firmicutes,55.3987,-55.2764
Proteobacteria,-29.4639,-44.9461
Firmicutes,-13.5522,-37.822
Firmicutes,-88.1821,-11.3076
Firmicutes,6.79578,-39.8625
Firmicutes,-55.164,-17.8342
Firmicutes,-21.0874,89.2327
Bacteroidetes,41.8347,-77.9179
Firmicutes,-3.73576,68.7994
Firmicutes,-30.3364,-4.21
Firmicutes,25.7328,-15.5924
Firmicutes,-27.8292,13.8293
Firmicutes,-30.6507,1.13052
Proteobacteria,68.8659,12.3823
Bacteroidetes,-30.5313,-25.8045
Firmicutes,71.2612,19.5364
Bacteroidetes,25.5499,29.1053
Firmicutes,56.2891,-56.0711
Firmicutes,-27.7587,45.602
Proteobacteria,6.83158,-12.7762
Firmicutes,-51.0114,-37.5948
Verrucomicrobia,62.758,0.959798
Actinobacteria,9.64014,57.9597
Firmicutes,20.3207,-54.0982
Bacteroidetes,13.4681,7.94069
Firmicutes,3.74231,-57.8027
Firmicutes,-25.6869,16.8385
Firmicutes,22.6966,-3.76121
Proteobacteria,-0.6282,-77.9803
Firmicutes,1.24953,-42.2285
Firmicutes,-38.2165,77.2578
Firmicutes,21.6016,74.8148
Bacteroidetes,-3.62794,20.341
Firmicutes,32.1582,-35.5862
Bacteroidetes,-25.8455,-19.3232
Firmicutes,-34.2412,-57.2561
Firmicutes,10.4092,-54.7086
Bacteroidetes,-15.4216,2.56641
Firmicutes,-57.602,-16.732
Firmicutes,-31.5566,-2.07294
Bacteroidetes,-13.1378,16.3966
Bacteroidetes,23.3164,-10.9274
Firmicutes,37.1192,-21.866
Bacteroidetes,19.0973,56.3675
Euryarchaeota,35.2194,62.5038
Firmicutes,-29.5847,-7.66607
Firmicutes,16.944,-14.0945
Firmicutes,-21.9586,73.0311
Firmicutes,14.3552,88.1262
Bacteroidetes,-38.073,-8.91384
Firmicutes,17.3446,61.8726
Firmicutes,41.0636,78.5857
Firmicutes,-53.9642,14.1296
Bacteroidetes,-48.106,-55.0798
Firmicutes,6.89911,-39.8942
Bacteroidetes,56.5941,23.1971
Firmicutes,71.0163,46.5157
Firmicutes,-0.656412,-60.7367
Firmicutes,21.8332,-2.87095
Firmicutes,-34.0312,16.8891
Firmicutes,28.8795,-18.4488
Firmicutes,10.395,25.7324
Actinobacteria,-28.6381,-69.5273
Firmicutes,77.2825,22.6338
Firmicutes,-38.8896,-34.4226
Bacteroidetes,51.6259,51.2911
Firmicutes,1.46357,32.6643
Bacteroidetes,-0.443718,62.8888
Bacteroidetes,9.41388,6.88871
Firmicutes,63.1719,-27.544
Bacteroidetes,-48.1197,-55.084
Firmicutes,12.0643,-14.0125
Firmicutes,-38.8232,-34.4254
Firmicutes,-29.7356,16.5332
Bacteroidetes,45.8181,8.94294
Firmicutes,65.9136,-45.0088
Firmicutes,77.6722,4.12392
Firmicutes,-38.8259,-34.4142
Firmicutes,21.8335,-2.88683
Actinobacteria,8.18393,61.9782
Firmicutes,17.7494,-15.0597
Bacteroidetes,45.6703,9.0207
Firmicutes,-18.0138,39.4192
Proteobacteria,9.19976,-76.2927
Fusobacteria,-23.5345,5.18288
Bacteroidetes,-48.0662,-55.0854
Firmicutes,69.027,39.9626
Firmicutes,-35.0082,78.2578
Firmicutes,-57.0053,-15.2722
Firmicutes,28.9882,-22.4125
Bacteroidetes,21.0224,80.2076
Firmicutes,-30.2977,-7.98361
Bacteroidetes,-12.2322,11.3765
Bacteroidetes,0.140848,9.59209
Firmicutes,-17.3097,40.1041
Firmicutes,17.7504,-15.078
Firmicutes,13.9703,-8.18093
Firmicutes,27.7159,-28.8855
Firmicutes,21.9258,-24.1719
Firmicutes,-21.7339,28.1517
Bacteroidetes,-48.1237,-55.0837
Proteobacteria,-36.4986,-45.6649
Firmicutes,25.8572,62.0326
Firmicutes,56.6409,-13.1687
Bacteroidetes,-0.110689,63.7423
Firmicutes,22.9884,-3.91902
Firmicutes,-6.22908,-37.2733
Proteobacteria,78.1945,-30.3943
Firmicutes,14.6712,-75.9453
Firmicutes,-41.2976,-21.4552
Bacteroidetes,9.23937,6.20084
Bacteroidetes,40.6652,-74.9241
Firmicutes,21.9039,-24.2212
Firmicutes,-30.3208,-7.91459
Bacteroidetes,45.676,9.0265
Firmicutes,-30.0231,-7.19496
Firmicutes,-17.8242,61.7211
Firmicutes,-35.5505,-53.4065
Bacteroidetes,-84.8158,-32.2789
Firmicutes,62.9074,-27.5436
Firmicutes,23.0088,-3.9263
Firmicutes,-6.32075,-37.3087
Bacteroidetes,-37.1813,-11.4634
Firmicutes,-12.6386,1.12071
Firmicutes,16.6205,44.2971
Firmicutes,31.4502,24.7498
Firmicutes,56.7089,-7.00801
Actinobacteria,8.11693,61.7242
Firmicutes,14.6888,-75.9394
Firmicutes,32.3594,-68.1723
Proteobacteria,26.1309,40.6715
Bacteroidetes,46.2949,9.25525
Firmicutes,38.6361,19.482
Firmicutes,-3.7162,68.8256
Bacteroidetes,-48.1143,-55.092
Bacteroidetes,45.6647,9.02589
Bacteroidetes,56.5816,23.1899
Firmicutes,-17.4011,46.2127
Bacteroidetes,15.159,52.1734
Firmicutes,19.8532,-31.2216
Firmicutes,-5.03837,49.1468
Firmicutes,-57.241,-2.5893
Firmicutes,-28.0654,16.5271
Bacteroidetes,9.60264,6.6655
Bacteroidetes,38.5582,-76.2936
Bacteroidetes,45.6912,3.70661
Firmicutes,47.9984,55.7081
Firmicutes,8.31444,-7.98591
Firmicutes,70.9463,46.6613
Verrucomicrobia,61.7966,8.6593
Bacteroidetes,25.547,29.1365
Firmicutes,-4.2519,14.8967
Firmicutes,-25.0395,27.2994
Bacteroidetes,45.6189,8.9768
Firmicutes,11.3911,-8.40409
Firmicutes,1.7372,68.5436
Firmicutes,70.4689,4.82181
Bacteroidetes,-8.3119,21.524
Firmicutes,-57.2751,-2.59406
Bacteroidetes,46.331,9.29456
Verrucomicrobia,61.7821,8.64831
Firmicutes,-3.78889,68.5729
Firmicutes,-9.76514,33.201
Firmicutes,-52.1288,13.8578
Firmicutes,55.4167,-55.2806
Firmicutes,-43.1007,-22.2124
Firmicutes,-45.2114,-25.9152
Firmicutes,22.9296,-3.83923
Firmicutes,-2.63495,-20.223
Bacteroidetes,-16.5906,80.7086
Bacteroidetes,9.42609,6.7651
Bacteroidetes,-26.5087,-11.9218
Firmicutes,10.2452,-54.6082
Firmicutes,40.854,-39.5857
Firmicutes,-55.1875,-3.85659
Bacteroidetes,-28.5298,-10.8641
Bacteroidetes,9.40564,6.81655
Firmicutes,-45.1873,28.3783
Firmicutes,-38.8163,-34.4256
Bacteroidetes,14.1119,50.3989
Firmicutes,14.3955,-17.4614
Bacteroidetes,16.9644,-29.9199
Bacteroidetes,1.86015,7.69939
Firmicutes,50.7352,-34.5149
Firmicutes,-22.8601,71.4782
Firmicutes,54.1059,10.3477
Proteobacteria,10.9733,-11.6878
Firmicutes,-3.32553,68.526
Firmicutes,-30.9268,-8.10931
Proteobacteria,68.87,12.3677
Firmicutes,23.891,-2.93508
Bacteroidetes,16.9699,-29.8936
Firmicutes,-17.8099,61.708
Firmicutes,-28.4771,36.6246
Bacteroidetes,56.5952,23.1853
Bacteroidetes,9.40226,6.79677
Firmicutes,-9.78291,33.1704
Firmicutes,-30.4163,-7.92632
Proteobacteria,5.33639,-12.3994
Bacteroidetes,-16.6259,81.0913
Firmicutes,-47.2359,-26.8371
Proteobacteria,29.0311,39.0476
Firmicutes,-5.02666,50.1285
Firmicutes,10.582,-8.13713
Proteobacteria,-1.48539,-49.8477
Firmicutes,45.5668,-63.3121
Candidatus Melainabacteria,-5.54762,-58.7911
Verrucomicrobia,60.484,6.37057
Firmicutes,26.7242,88.8457
Firmicutes,-30.4492,44.4779
Firmicutes,-16.285,-3.7791
Firmicutes,-32.7314,64.043
Firmicutes,16.6191,44.2961
Firmicutes,-8.68484,42.6559
Firmicutes,25.7458,-54.2712
Firmicutes,17.18,18.3431
Bacteroidetes,-37.9855,-12.0982
Firmicutes,24.2028,18.91
Actinobacteria,90.3661,4.74393
Firmicutes,-19.1255,-14.9184
Firmicutes,47.9337,55.7566
Proteobacteria,36.935,-54.7557
Firmicutes,-8.11233,-50.4164
Firmicutes,56.1451,-7.00379
Firmicutes,-30.2666,-3.52338
Bacteroidetes,10.6665,7.64568
Firmicutes,19.2147,-57.4767
Firmicutes,0.266431,-64.9736
Firmicutes,8.63911,-40.9426
Firmicutes,-33.0972,24.3439
Firmicutes,-30.3131,-8.07285
Bacteroidetes,-48.1296,-55.0838
Bacteroidetes,-37.8175,-12.2644
Firmicutes,28.8658,10.543
Firmicutes,35.0588,78.2664
Firmicutes,-29.7998,63.9429
Bacteroidetes,15.2462,29.1721
Firmicutes,37.3087,42.6961
Bacteroidetes,-30.5708,-25.6829
Firmicutes,31.557,-17.1295
Actinobacteria,8.19549,62.1041
Bacteroidetes,-30.0296,-14.1401
Firmicutes,57.066,-55.2156
Firmicutes,72.0054,-7.43842
Firmicutes,-30.6944,7.35699
Firmicutes,-42.7007,-35.017
Firmicutes,23.6209,-2.67509
Firmicutes,10.6767,-7.97537
Actinobacteria,-29.5202,-66.8283
Bacteroidetes,23.8519,27.1537
Firmicutes,-6.75474,60.2399
Firmicutes,18.1709,60.6313
Firmicutes,13.0701,88.3904
Bacteroidetes,-49.2878,-54.2354
Firmicutes,-28.2163,67.4461
Firmicutes,-15.6017,39.8663
Firmicutes,1.29039,-17.2638
Firmicutes,-51.1143,70.4705
Firmicutes,-6.3517,67.8342
Bacteroidetes,-3.73667,20.4275
Firmicutes,19.4538,-37.5637
Firmicutes,33.2067,-49.0553
Firmicutes,-4.40157,-10.498
Actinobacteria,69.7704,-15.8006
Actinobacteria,8.53645,62.2426
Firmicutes,-38.8247,-34.4266
Firmicutes,19.2289,15.8259
Firmicutes,-34.2847,17.5804
Firmicutes,-56.6027,12.3443
Firmicutes,-3.76036,68.8659
Firmicutes,-47.4779,-48.0508
Proteobacteria,-14.3675,-11.3372
Firmicutes,-6.58069,-50.1331
Firmicutes,-30.6871,-7.9184
Firmicutes,-1.96571,-92.854
Firmicutes,22.8819,-3.82265
Firmicutes,-32.9329,17.211
Firmicutes,-57.0017,-15.206
Firmicutes,8.42117,-38.3918
Proteobacteria,26.1246,40.6933
Firmicutes,-46.2007,-26.2092
Firmicutes,80.2721,-40.0785
Firmicutes,70.6276,45.635
Firmicutes,-69.0895,-16.0729
Firmicutes,-3.6572,68.833
Bacteroidetes,23.3142,-10.9192
Bacteroidetes,9.43218,6.82614
Bacteroidetes,-1.16314,-31.6594
Firmicutes,10.2483,42.0124
Firmicutes,52.4664,-47.814
Firmicutes,-17.8178,36.5678
Firmicutes,-45.1808,28.3847
Firmicutes,-56.9774,-15.3284
Firmicutes,33.4088,-49.4247
Firmicutes,22.8529,-59.9946
Firmicutes,27.5767,-28.7712
Firmicutes,57.6755,-60.3359
Bacteroidetes,-3.8073,20.6133
Firmicutes,5.73811,-55.9569
Bacteroidetes,45.6919,8.96726
Firmicutes,63.0973,-27.5194
Firmicutes,-31.0322,-8.21266
Firmicutes,39.5077,-33.1101
Firmicutes,-30.6181,44.0311
Firmicutes,-26.5469,-4.32377
Bacteroidetes,-4.48363,21.6644
Firmicutes,26.9557,-10.3232
Firmicutes,10.8974,-6.58305
Bacteroidetes,44.915,10.0318
Bacteroidetes,40.6675,-74.914
Bacteroidetes,56.5862,23.1944
Proteobacteria,76.2828,-27.7306
Firmicutes,-37.9937,61.0889
Firmicutes,-30.4651,1.06547
Firmicutes,-4.35948,15.0196
Firmicutes,43.3376,15.2914
Firmicutes,-20.9987,59.518
Firmicutes,-41.6495,56.4122
Firmicutes,70.3903,46.6294
Bacteroidetes,-26.7576,-18.7155
Firmicutes,14.8052,-66.2754
Firmicutes,65.834,-44.656
Verrucomicrobia,63.2086,7.8517
Bacteroidetes,11.2282,3.6869
Firmicutes,-4.27662,-34.7078
Firmicutes,-15.4395,-51.9269
Firmicutes,21.8415,1.974
Bacteroidetes,20.5812,21.8333
Firmicutes,14.2835,-17.2063
Bacteroidetes,-13.3816,24.5454
Firmicutes,34.443,24.6563
Bacteroidetes,49.8649,8.09318
Firmicutes,16.6199,44.297
Firmicutes,-57.3638,-13.9605
Firmicutes,-39.3238,-21.964
Proteobacteria,24.0076,48.7425
Firmicutes,19.9952,12.3914
Firmicutes,30.7171,20.0926
Firmicutes,-33.1543,-5.69993
Bacteroidetes,54.0075,26.6301
Proteobacteria,6.9689,-13.1096
Firmicutes,-32.9512,-1.7617
Firmicutes,-31.1197,7.11124
Actinobacteria,9.53488,57.6998
Firmicutes,-41.2203,-35.6632
Firmicutes,56.1201,-56.2365
Proteobacteria,-14.3643,-11.3373
Firmicutes,-35.2056,30.7748
Firmicutes,-49.7766,70.5766
Bacteroidetes,31.4601,-80.4242
Bacteroidetes,20.5945,21.8462
Firmicutes,32.12,-57.0726
Firmicutes,63.4015,-27.3772
Firmicutes,-45.4568,-17.1873
Bacteroidetes,39.0777,-75.0067
Firmicutes,-0.759737,-60.916
Bacteroidetes,16.8456,36.5766
Bacteroidetes,53.8167,26.1472
Bacteroidetes,10.8686,4.25771
Firmicutes,14.2991,88.1
Firmicutes,29.7878,-16.8461
Firmicutes,40.3139,78.5358
Firmicutes,-9.80104,-40.2927
Bacteroidetes,-26.4033,-19.2883
Bacteroidetes,-2.02187,17.4175
Firmicutes,-30.7432,1.00291
Firmicutes,-57.2604,-13.8048
Firmicutes,-22.3745,87.094
Firmicutes,-6.49743,69.2612
Verrucomicrobia,63.2234,7.8233
Candidatus Melainabacteria,-7.06414,-62.8591
Firmicutes,32.3541,74.5316
Firmicutes,-31.4675,-49.0535
Bacteroidetes,21.3893,23.21
Firmicutes,-32.2404,-74.3941
Firmicutes,-34.7021,-3.22009
Proteobacteria,13.9283,70.8747
Bacteroidetes,44.8019,3.32341
Bacteroidetes,54.2522,27.2217
Firmicutes,27.6407,23.9178
Firmicutes,-56.865,-26.4707
Firmicutes,-43.3548,47.5216
Bacteroidetes,-2.26289,23.6171
Bacteroidetes,46.8427,7.80727
Firmicutes,78.1121,23.1173
Bacteroidetes,10.8566,4.26142
Verrucomicrobia,62.0964,4.56548
Bacteroidetes,-13.5282,17.28
Firmicutes,-26.2851,16.9165
Firmicutes,-30.336,-4.04023
Firmicutes,27.8604,-38.6176
Firmicutes,-36.0723,-4.62893
Firmicutes,-0.721337,-60.9326
Fusobacteria,-22.6857,3.55321
Firmicutes,28.4575,0.0869593
Firmicutes,-9.78483,46.631
Firmicutes,22.7074,-25.4968
Bacteroidetes,-41.2778,23.2909
Firmicutes,80.5565,-40.2644
Bacteroidetes,-26.695,-18.9303
Firmicutes,-45.1534,49.7887
Bacteroidetes,-25.881,81.1461
Firmicutes,34.656,25.0793
Firmicutes,-14.8609,-5.02171
Firmicutes,15.4152,61.7866
Firmicutes,-39.2374,-21.1197
Firmicutes,-5.49709,68.8132
Firmicutes,37.8526,-5.72417
Firmicutes,80.574,-40.3123
Firmicutes,25.2054,-12.0396
Firmicutes,80.5178,-40.3861
Firmicutes,-26.4367,-4.16783
Bacteroidetes,15.9209,29.0672
Actinobacteria,9.51752,57.5882
Firmicutes,0.190927,30.7778
Actinobacteria,-24.6024,-68.0411
Firmicutes,-32.1878,68.0853
Firmicutes,26.5765,-1.81597
Bacteroidetes,45.3586,3.03751
Bacteroidetes,-26.0283,-19.1997
Firmicutes,46.697,55.3888
Firmicutes,31.2209,-57.3266
Bacteroidetes,54.2186,26.0243
Bacteroidetes,16.7425,36.5085
Bacteroidetes,3.2688,-30.7351
Firmicutes,80.4979,-40.4159
Bacteroidetes,49.86,8.08694
Firmicutes,-44.2957,47.6455
Firmicutes,-63.722,-11.7222
Firmicutes,-4.24981,-34.7001
Firmicutes,65.4129,-43.6741
Firmicutes,53.7713,-4.84223
Euryarchaeota,34.7146,64.696
Firmicutes,-16.0797,-50.7626
Bacteroidetes,41.61,-77.6471
Firmicutes,-63.7346,12.5665
Firmicutes,15.3551,-71.277
Firmicutes,25.749,-54.2744
Firmicutes,-4.44162,15.1894
Firmicutes,17.9158,-54.0739
Firmicutes,-38.4892,61.0424
Firmicutes,-1.92794,-92.8579
Bacteroidetes,13.3946,8.04586
Firmicutes,-57.458,-13.903
Firmicutes,20.1444,63.9701
Firmicutes,-22.1043,73.6423
Firmicutes,27.7763,-38.6822
Firmicutes,54.3383,10.9185
Firmicutes,37.8925,-5.56722
Firmicutes,-4.40236,-35.0708
Firmicutes,40.3826,78.8251
Firmicutes,29.4081,-2.15667
Firmicutes,14.0033,16.3984
Firmicutes,-29.1442,-2.60635
Bacteroidetes,24.4344,27.281
Firmicutes,-9.98663,46.6716
Firmicutes,-30.5647,1.17342
Firmicutes,-34.6582,24.3743
Firmicutes,72.2602,-40.6632
Firmicutes,72.1625,-5.74234
Firmicutes,-88.0872,-11.3077
Actinobacteria,-29.6553,-60.8858
Firmicutes,79.2089,4.00631
Firmicutes,-41.4443,-34.9365
Firmicutes,-31.3001,68.4461
Firmicutes,56.5228,-0.812376
Firmicutes,-19.3666,-14.4527
Firmicutes,64.343,-63.3759
Firmicutes,3.65509,-57.8946
Firmicutes,-20.0263,39.8574
Firmicutes,11.8989,-6.38313
Firmicutes,-31.3444,8.08876
Firmicutes,22.7061,-25.5066
Firmicutes,71.136,47.8227
Firmicutes,-45.5777,-48.7848
Firmicutes,-20.9298,59.5133
Firmicutes,-58.4874,-16.9449
Bacteroidetes,46.8928,7.82604
Firmicutes,-54.3937,-29.3069
Firmicutes,34.0596,23.6498
Proteobacteria,36.523,1.20426
Bacteroidetes,-14.3066,4.43254
Firmicutes,-6.04886,60.7214
Firmicutes,-32.1482,-49.3989
Firmicutes,71.1178,19.7693
Firmicutes,14.3973,88.2014
Firmicutes,10.991,24.1154
Bacteroidetes,5.88976,6.32858
Firmicutes,70.6061,46.587
Firmicutes,9.67682,-67.5837
Firmicutes,-53.7696,13.7995
